"CO_SH6";"NO_SH6_POR";"NO_SH6_ESP";"NO_SH6_ING";"CO_SH4";"NO_SH4_POR";"NO_SH4_ESP";"NO_SH4_ING";"CO_SH2";"NO_SH2_POR";"NO_SH2_ESP";"NO_SH2_ING";"CO_NCM_SECROM";"NO_SEC_POR";"NO_SEC_ESP";"NO_SEC_ING"
"440910";"Madeira de coníferas, perfilada";"Madera de coníferas, incl. las tablillas y frisos para parqués sin ensamblar, perfilada longitudinalmente con lengüetas, ranuras, rebajes, acanalados, biselados, con juntas en V, moldurados, redondeados o similares, en una o varias caras, cantos o extremo";"Coniferous wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped tongued, grooved, rebated, chamfered, V-jointed beaded, moulded, rounded or the like along any of its edges, ends or faces, whether or not planed, sanded or";"4409";"Madeira (incluídos os tacos e frisos para soalhos, não montados) perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas, faces ou extremidades, mesmo aplainada";"Madera, incluidas las tablillas y frisos para parqués, sin ensamblar, perfilada longitudinalmente (con lengüetas, ranuras, rebajes, acanalados, biselados, con juntas en V, moldurados, redondeados o similares) en una o varias caras, cantos o extremos, incl";"Wood (including strips and friezes for parquet flooring, not assembled) continuously shaped (tongued, grooved, rebated, chamfered, V-jointed, beaded, moulded, rounded or the like) along any of its edges, ends or faces, whether or not planed, sanded or end";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"440920";"Madeira de não coníferas, perfilada";"Madera de distinta de las coníferas, perfilada long.";"Non-coniferous wood, continuously shaped";"4409";"Madeira (incluídos os tacos e frisos para soalhos, não montados) perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas, faces ou extremidades, mesmo aplainada";"Madera, incluidas las tablillas y frisos para parqués, sin ensamblar, perfilada longitudinalmente (con lengüetas, ranuras, rebajes, acanalados, biselados, con juntas en V, moldurados, redondeados o similares) en una o varias caras, cantos o extremos, incl";"Wood (including strips and friezes for parquet flooring, not assembled) continuously shaped (tongued, grooved, rebated, chamfered, V-jointed, beaded, moulded, rounded or the like) along any of its edges, ends or faces, whether or not planed, sanded or end";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"440921";"Madeira de bambu, perfilada";"Madera de bambú, perfilada";"Bamboo, incl. strips and friezes for parquet flooring, not assembled, continuously shaped tongued, grooved, rebated, chamfered, V-jointed beaded, moulded, rounded or the like along any of its edges, ends or faces, whether or not planed, sanded or end-join";"4409";"Madeira (incluídos os tacos e frisos para soalhos, não montados) perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas, faces ou extremidades, mesmo aplainada";"Madera, incluidas las tablillas y frisos para parqués, sin ensamblar, perfilada longitudinalmente (con lengüetas, ranuras, rebajes, acanalados, biselados, con juntas en V, moldurados, redondeados o similares) en una o varias caras, cantos o extremos, incl";"Wood (including strips and friezes for parquet flooring, not assembled) continuously shaped (tongued, grooved, rebated, chamfered, V-jointed, beaded, moulded, rounded or the like) along any of its edges, ends or faces, whether or not planed, sanded or end";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"440922";"Madeiras tropicais perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas, faces ou extremidades, mesmo aplainada, lixada ou unida pelas extremidades";"Maderas tropicales perfilada longitudinalmente (con lengüetas, ranuras, rebajes, acanalados, biselados, con juntas en V, moldurados, redondeados o similares) en una o más aristas, una o varias caras, incluso cepillada, lijada o unida por los extremos";"Made-up tropical wood (with earspots, grooves, fillets, notches, beaded, beaded, beaded or the like) along any of its edges, ends or faces, whether or not planed, sanded or end-jointed";"4409";"Madeira (incluídos os tacos e frisos para soalhos, não montados) perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas, faces ou extremidades, mesmo aplainada";"Madera, incluidas las tablillas y frisos para parqués, sin ensamblar, perfilada longitudinalmente (con lengüetas, ranuras, rebajes, acanalados, biselados, con juntas en V, moldurados, redondeados o similares) en una o varias caras, cantos o extremos, incl";"Wood (including strips and friezes for parquet flooring, not assembled) continuously shaped (tongued, grooved, rebated, chamfered, V-jointed, beaded, moulded, rounded or the like) along any of its edges, ends or faces, whether or not planed, sanded or end";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"440929";"Outras madeiras perfiladas de não coníferas";"Madera (incl. las tablillas y frisos para parqués, sin ensamblar) perfilada longitudinalmente (con lenguëtas, ranuras, rebajes, abanalados, biselados, con juntas en V, moldurados, redondeados o similares) en una o varias caras o cantos, incluso acepillada";"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped tongued, grooved, rebated, chamfered, V-jointed beaded, moulded, rounded or the like along any of its edges, ends or faces, whether or not planed, sanded or end-jointe";"4409";"Madeira (incluídos os tacos e frisos para soalhos, não montados) perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas, faces ou extremidades, mesmo aplainada";"Madera, incluidas las tablillas y frisos para parqués, sin ensamblar, perfilada longitudinalmente (con lengüetas, ranuras, rebajes, acanalados, biselados, con juntas en V, moldurados, redondeados o similares) en una o varias caras, cantos o extremos, incl";"Wood (including strips and friezes for parquet flooring, not assembled) continuously shaped (tongued, grooved, rebated, chamfered, V-jointed, beaded, moulded, rounded or the like) along any of its edges, ends or faces, whether or not planed, sanded or end";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441011";"Painéis de partículas, de madeira";"Tableros de partículas, de madera";"Particle board of wood, whether or not agglomerated with resins or other organic binding substances (excl. oriented strand board and waferboard, fibreboard and hollow-core composite panels)";"4410";"Painéis de partículas e painéis semelhantes (por exemplo, painéis denominados «  oriented strand board » e painéis denominados «  waferboard »), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de partículas y tableros similares (por ejemplo: oriented strand board y waferboard), de madera u otras materias leñosas, incluso aglomeradas con resinas o demás aglutinantes orgánicos";"Particle board and similar board (for example, oriented strand board and waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441012";"Painéis denominados "oriented strand board" (OSB)";"Tableros llamados «oriented strand board» (OSB)";"Oriented strand board OSB, of wood";"4410";"Painéis de partículas e painéis semelhantes (por exemplo, painéis denominados «  oriented strand board » e painéis denominados «  waferboard »), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de partículas y tableros similares (por ejemplo: oriented strand board y waferboard), de madera u otras materias leñosas, incluso aglomeradas con resinas o demás aglutinantes orgánicos";"Particle board and similar board (for example, oriented strand board and waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441019";"Outros painéis de madeira (waferboard e outros)";"Tableros llamados ""waferboard"" y tableros similares, de madera, incluso aglomerados con resinas u otros aglutinantes orgánicos (exc. brutos o simpl. lijados así como tableros dichos ""oriented strand board"", tableros de fibras y tableros celulares)";"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic binding substances (excl. unworked or not further worked than sanded, and oriented strand board, fibreboard and hollow-core composite panels)";"4410";"Painéis de partículas e painéis semelhantes (por exemplo, painéis denominados «  oriented strand board » e painéis denominados «  waferboard »), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de partículas y tableros similares (por ejemplo: oriented strand board y waferboard), de madera u otras materias leñosas, incluso aglomeradas con resinas o demás aglutinantes orgánicos";"Particle board and similar board (for example, oriented strand board and waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441021";"Painéis de particul.""waferboard"", etc.em bruto";"Tableros de partícul.llamados ""waferboard"", etc.en bruto";"Particle board ""waferboard"", etc.unworked";"4410";"Painéis de partículas e painéis semelhantes (por exemplo, painéis denominados «  oriented strand board » e painéis denominados «  waferboard »), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de partículas y tableros similares (por ejemplo: oriented strand board y waferboard), de madera u otras materias leñosas, incluso aglomeradas con resinas o demás aglutinantes orgánicos";"Particle board and similar board (for example, oriented strand board and waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441029";"Outros painéis de partículas ""waferboard"", etc.";"Ots.tableros de partícul.llamados ""waferboard"", etc.";"Other particle board""waferboard"", etc.";"4410";"Painéis de partículas e painéis semelhantes (por exemplo, painéis denominados «  oriented strand board » e painéis denominados «  waferboard »), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de partículas y tableros similares (por ejemplo: oriented strand board y waferboard), de madera u otras materias leñosas, incluso aglomeradas con resinas o demás aglutinantes orgánicos";"Particle board and similar board (for example, oriented strand board and waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441031";"Outros painéis de madeira, em bruto ou simplesmente polido";"Ots.tableros de madera en bruto/simplemente lijado";"Oth.board wood in brute/simply polished";"4410";"Painéis de partículas e painéis semelhantes (por exemplo, painéis denominados «  oriented strand board » e painéis denominados «  waferboard »), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de partículas y tableros similares (por ejemplo: oriented strand board y waferboard), de madera u otras materias leñosas, incluso aglomeradas con resinas o demás aglutinantes orgánicos";"Particle board and similar board (for example, oriented strand board and waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441032";"Outros painéis de madeira, recobertos de papel melamina";"Ots.tableros de madera, recubiertos c/papel melamina";"Other board wood, covered, melanine paper";"4410";"Painéis de partículas e painéis semelhantes (por exemplo, painéis denominados «  oriented strand board » e painéis denominados «  waferboard »), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de partículas y tableros similares (por ejemplo: oriented strand board y waferboard), de madera u otras materias leñosas, incluso aglomeradas con resinas o demás aglutinantes orgánicos";"Particle board and similar board (for example, oriented strand board and waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441033";"Outs.painéis de madeira recob.placas plástico";"Ots.tableros de madera, recubiertos c/placas de plástico";"Other board wood, covered, laminates of plastics";"4410";"Painéis de partículas e painéis semelhantes (por exemplo, painéis denominados «  oriented strand board » e painéis denominados «  waferboard »), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de partículas y tableros similares (por ejemplo: oriented strand board y waferboard), de madera u otras materias leñosas, incluso aglomeradas con resinas o demás aglutinantes orgánicos";"Particle board and similar board (for example, oriented strand board and waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441039";"Outros painéis de madeira";"Otros tableros de madera";"Other wood panels";"4410";"Painéis de partículas e painéis semelhantes (por exemplo, painéis denominados «  oriented strand board » e painéis denominados «  waferboard »), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de partículas y tableros similares (por ejemplo: oriented strand board y waferboard), de madera u otras materias leñosas, incluso aglomeradas con resinas o demás aglutinantes orgánicos";"Particle board and similar board (for example, oriented strand board and waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441090";"Outros painéis de matérias lenhosas, mesmo aglomeradas com resinas ou aglutinantes";"Tableros de escamillas y tableros simil., de bagazo, de bambú, de paja de cereales u otras materias leñosas, incl. aglomerados con resinas o demás aglutinantes orgánicos (exc. tableros de fibra, tabl. de escamillas chapados, tabl. celulares y tabl. consti";"Board of bagasse, bamboo or cereal straw particles or other ligneous materials, whether or not agglomerated with resins or other organic binding substances (excl. of wood, and fibreboard, cellular wood panels, veneered panels, panels of ligneous materials";"4410";"Painéis de partículas e painéis semelhantes (por exemplo, painéis denominados «  oriented strand board » e painéis denominados «  waferboard »), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de partículas y tableros similares (por ejemplo: oriented strand board y waferboard), de madera u otras materias leñosas, incluso aglomeradas con resinas o demás aglutinantes orgánicos";"Particle board and similar board (for example, oriented strand board and waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441111";"painéis de fibras de madeira, n/trab.mecan.d>0.8g/cm3";"tableros de fibras de madera, s/trab.mecán.d>0.8g/cm3";"fibreboard of wood, n/mechanically worked d>0.8g/cm3";"4411";"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de fibra de madera u otras materias leñosas, incluso aglomerados con resinas u otros aglutinantes orgánicos";"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441112";"Painéis de média densidade (MDF), de espessura não superior a 5mm ";"Tableros de media densidade, de espesor inferior o igual à 5 mm";"Medium density fibreboard MDF of wood, of a thickness <=Â 5Â mm";"4411";"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de fibra de madera u otras materias leñosas, incluso aglomerados con resinas u otros aglutinantes orgánicos";"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441113";"Painéis de média densidade (MDF) de espessura superior a 5mm, mas não superior a 9mm";"Tableros de media densidade, de espesor superior à 5 mm pero inferior o igual à 9 mm";"Medium density fibreboard MDF of wood, of a thickness >Â 5Â mm but <=Â 9Â mm";"4411";"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de fibra de madera u otras materias leñosas, incluso aglomerados con resinas u otros aglutinantes orgánicos";"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441114";"Painéis de média densidade (MDF), de espessura superior a 9 mm";"Tableros de media densidade, de espesor superior à 9 mm";"Medium density fibreboard MDF of wood, of a thickness >Â 9Â mm";"4411";"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de fibra de madera u otras materias leñosas, incluso aglomerados con resinas u otros aglutinantes orgánicos";"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441119";"Outros painéis de fibras de madeira, densidade > 0.8g/cm3";"Ots.tableros de fibras de madera, densidad>0.8g/cm3";"Other fibreboard of wood, density>0.8g/cm3";"4411";"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de fibra de madera u otras materias leñosas, incluso aglomerados con resinas u otros aglutinantes orgánicos";"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441121";"Painéis de fibras de madeira, n/trab.mec.0.5<d<=0.8g/cm3";"Tableros de fibras de mad., s/trab.mecán.0.5<d<=0.8g/cm3";"Fibreboard of wood, n/mechan.worked 0.5<d<=0.8g/cm3";"4411";"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de fibra de madera u otras materias leñosas, incluso aglomerados con resinas u otros aglutinantes orgánicos";"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441129";"Outros painéis de fibras de madeira, 0.5g/cm3<d<=0, 8g/cm3";"Ots.tableros de fibras de madera, 0.5g/cm3<d<=0.8g/cm3";"Oth.fibreboard of wood, 0.5g/cm3<d<=0.8g/cm3";"4411";"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de fibra de madera u otras materias leñosas, incluso aglomerados con resinas u otros aglutinantes orgánicos";"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441131";"Painéis de fibras madeira, n/trab.mecan.0.35<d<=0.5g/cm3";"Tableros de fibras de mad, s/trab.mecán.0.35<d<=0.5g/cm3";"Fibreboard of wood, n/mechally worked 0.35<d<=0.5g/cm3";"4411";"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de fibra de madera u otras materias leñosas, incluso aglomerados con resinas u otros aglutinantes orgánicos";"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
